Area,Area Code,Year,Value
Spain,203,2013,961507000
Spain,203,2014,1101895000
Spain,203,2015,1065316000
Syrian Arab Republic,212,1961,9520000
Syrian Arab Republic,212,1962,8480000
Syrian Arab Republic,212,1963,10000000
Syrian Arab Republic,212,1964,12098000
Syrian Arab Republic,212,1965,12851000
Syrian Arab Republic,212,1966,12274000
Syrian Arab Republic,212,1967,16912000
Syrian Arab Republic,212,1968,22760000
Syrian Arab Republic,212,1969,20150000
Syrian Arab Republic,212,1970,26100000
Syrian Arab Republic,212,1971,34900000
Syrian Arab Republic,212,1972,32876000
Syrian Arab Republic,212,1973,33255000
Syrian Arab Republic,212,1974,37671000
Syrian Arab Republic,212,1975,48198000
Syrian Arab Republic,212,1976,51939000
Syrian Arab Republic,212,1977,62135000
Syrian Arab Republic,212,1978,65760000
Syrian Arab Republic,212,1979,79190000
Syrian Arab Republic,212,1980,79781000
Syrian Arab Republic,212,1981,83102000
Syrian Arab Republic,212,1982,95924000
Syrian Arab Republic,212,1983,119046000
Syrian Arab Republic,212,1984,118867000
Syrian Arab Republic,212,1985,136150000
Syrian Arab Republic,212,1986,143624000
Syrian Arab Republic,212,1987,158400000
Syrian Arab Republic,212,1988,160604000
Syrian Arab Republic,212,1989,153565000
Syrian Arab Republic,212,1990,184809000
Syrian Arab Republic,212,1991,158700000
Syrian Arab Republic,212,1992,161600000
Syrian Arab Republic,212,1993,193400000
Syrian Arab Republic,212,1994,217095000
Syrian Arab Republic,212,1995,236295000
Syrian Arab Republic,212,1996,227400000
Syrian Arab Republic,212,1997,236815000
Syrian Arab Republic,212,1998,218393000
Syrian Arab Republic,212,1999,250458000
Syrian Arab Republic,212,2000,236000000
Syrian Arab Republic,212,2001,194762000
Syrian Arab Republic,212,2002,221594000
Syrian Arab Republic,212,2003,241249000
Syrian Arab Republic,212,2004,226386000
Syrian Arab Republic,212,2005,266418000
Syrian Arab Republic,212,2006,275613000
Syrian Arab Republic,212,2007,263117000
Syrian Arab Republic,212,2008,270207000
Syrian Arab Republic,212,2009,210362000
Syrian Arab Republic,212,2010,119175000
Syrian Arab Republic,212,2011,132969000
Syrian Arab Republic,212,2012,111714111.83
Syrian Arab Republic,212,2013,61850233.55
Syrian Arab Republic,212,2014,25265081.37
Syrian Arab Republic,212,2015,22430328.64
United States of America,231,1961,3057179000
United States of America,231,1962,3564390000
United States of America,231,1963,3948781000
United States of America,231,1964,4207989000
United States of America,231,1965,4831916000
United States of America,231,1966,5467654000
United States of America,231,1967,6157543000
United States of America,231,1968,6311796000
United States of America,231,1969,6766843000
United States of America,231,1970,7362943000
United States of America,231,1971,7263853000
United States of America,231,1972,7511749000
United States of America,231,1973,8296928000
United States of America,231,1974,7808770000
United States of America,231,1975,9445181000
United States of America,231,1976,9659111000
United States of America,231,1977,9039703000
United States of America,231,1978,9720179000
United States of America,231,1979,10347914000
United States of America,231,1980,10817039000
United States of America,231,1981,9963610000
United States of America,231,1982,8279828000
United States of America,231,1983,10062595000
United States of America,231,1984,10425815000
United States of America,231,1985,9456852000
United States of America,231,1986,9261875000
United States of America,231,1987,9535912000
United States of America,231,1988,9609428000
United States of America,231,1989,10047935000
United States of America,231,1990,10239255000
United States of America,231,1991,10383900000
United States of America,231,1992,10303600000
United States of America,231,1993,11469000000
United States of America,231,1994,10630800000
United States of America,231,1995,11161400000
United States of America,231,1996,11205578000
United States of America,231,1997,11169744000
United States of America,231,1998,11281509000
United States of America,231,1999,11165313000
United States of America,231,2000,10464065000
United States of America,231,2001,10894771000
United States of America,231,2002,10945100000
United States of America,231,2003,11536600000
United States of America,231,2004,11398600000
United States of America,231,2005,11013700000
United States of America,231,2006,11625400000
United States of America,231,2007,11585100000
United States of America,231,2008,11084292000
United States of America,231,2009,10625115000
United States of America,231,2010,11056708000
United States of America,231,2011,12045967000
United States of America,231,2012,12217094000
United States of America,231,2013,12175942000
United States of America,231,2014,12056035000
United States of America,231,2015,11996085000
